,index,local_e,adsorbate_e,slab_e,effective_coord,center_coord,sites,band_gap,formation_eng,density,space_group_no,Miller_index,Sum_atomic_adsorbate,num_adsorbates,mean_atomic_bulk,Eads
15027,1777562,2.235620719173984,2.5975,2.255,0.0,0.0,0.0,0.8559,-0.3659070845312513,3.252571059422247,129.0,102.0,16.0,4.0,42.0,1.5249458600000023
15034,1253320,1.500740375243616,2.27,1.5333333333333334,0.0,0.0,0.0,0.0,-0.1609650058333424,14.391113354435534,139.0,101.0,10.0,5.0,74.66666412353516,-2.7750294400000257
15035,1253343,2.252949962296672,2.5975,2.275714285714286,0.0,0.0,0.0,0.0,-0.2583767943750009,6.727428424852272,58.0,111.0,16.0,4.0,32.0,-0.1105731000000105
15038,466920,2.24873297658926,2.465,2.27,0.0,0.0,0.0,0.3113000000000001,-0.443096133906252,5.074195129179051,63.0,201.0,18.0,6.0,33.0,-1.6092153099999678
15050,1777692,1.773040387508844,2.27,1.7875,0.0,0.0,0.0,0.0,-0.3647653075000008,9.02782855630473,139.0,110.0,10.0,5.0,34.0,-2.7877045500000293
15078,2039966,1.4327244794122005,2.518,1.440909090909091,10.0,1.0,1.0,0.0,-0.3770147270000052,10.039069346652234,136.0,212.0,17.0,5.0,48.400001525878906,-0.2563197399999808
15100,1909057,2.302150253541314,2.5975,2.3242857142857143,0.0,0.0,0.0,1.0486,-0.5814219153348226,4.825860987294309,148.0,101.0,16.0,4.0,33.0,-0.0983977600000116
15112,1909104,1.9106939463554449,2.27,1.9171428571428573,0.0,0.0,0.0,0.0,-0.3846891249999977,6.021832258375426,140.0,110.0,10.0,5.0,50.5,-1.4049349699999991
15126,991648,1.5995900018304978,2.518,1.6,8.5,2.0,2.0,0.0,-0.1553770794827587,5.800582330082793,216.0,111.0,17.0,5.0,21.0,-1.7956758400000012
15129,1253807,2.3554707245765547,2.2875,2.3633333333333333,0.0,0.0,0.0,2.3245,-0.1974039133779754,2.040115172646736,14.0,11.0,9.0,4.0,15.600000381469728,-0.5173636800000168
15150,2040337,2.1731265488629723,2.465,2.217692307692308,0.0,0.0,0.0,0.0,-0.6934281017500094,5.995732954623967,12.0,120.0,18.0,6.0,30.0,-1.8998855400000136
15177,1516221,1.8986655427922905,2.2875,1.948,7.0,1.0,1.0,0.0,-0.8964716100000025,13.124674214746374,194.0,211.0,9.0,4.0,52.5,-1.6039223699999638
15184,1909472,1.2568688526204848,2.5975,1.3666666666666667,6.0,1.0,1.0,0.0,-0.4386958599999999,4.619656720737044,62.0,11.0,16.0,4.0,40.66666793823242,-1.7649239600000044
15224,598916,1.6711324096925249,2.465,1.684516129032258,0.0,0.0,0.0,0.0,-0.3794711469230783,5.224770016207838,44.0,221.0,18.0,6.0,21.153846740722656,-1.508440310000026
15235,2302927,2.0748493921246425,2.8200000000000003,2.075,2.0,1.0,1.0,0.0,0.097530007000001,7.521368697740696,12.0,108.0,9.0,2.0,51.59999847412109,1.2717668599999854
15238,730102,1.6616371048410796,2.316666666666667,1.6670588235294117,10.0,1.0,1.0,0.0,-0.439712224629629,5.97448889833296,193.0,210.0,8.0,3.0,26.0,-1.6247736599999598
15241,1909760,1.635940233537666,2.465,1.64625,0.0,0.0,0.0,0.0,-0.5832217262500006,6.272189547708383,139.0,112.0,18.0,6.0,24.125,-1.9928747599999497
15247,1516579,1.708276492189063,2.2,1.7175,0.0,0.0,0.0,0.0,-0.3609960841666675,6.62851239520033,123.0,101.0,1.0,1.0,24.75,-0.2949087700000063
15260,1778753,1.810000000000001,2.518,1.81,0.0,0.0,0.0,0.0,0.1245384650000005,6.44319854464994,64.0,12.0,17.0,5.0,31.0,-1.4718646500000006
15269,1385563,2.6729527985371355,2.8200000000000003,2.737272727272728,1.0,1.0,1.0,0.9506,-0.5746215314285702,4.65446805782275,64.0,112.0,9.0,2.0,29.714284896850582,1.7693566300000612
15278,468122,1.8999999999999937,2.518,1.9,7.0,1.0,1.0,0.0,-0.0086024590370372,7.587918869967147,164.0,221.0,17.0,5.0,25.66666603088379,-0.3459033100000397
15287,1909966,1.556438241627338,2.518,1.75,0.0,0.0,0.0,2.2313,-2.35255396453125,4.46861550539798,225.0,210.0,17.0,5.0,36.0,-0.4492313599999988
15296,1909998,1.9053780920810888,3.44,1.9053846153846152,4.0,1.0,1.0,0.0,-0.3740566912500007,6.309814683904016,198.0,221.0,8.0,1.0,21.0,0.682714390000001
15298,2172146,1.596045559531674,2.2875,1.5964,0.0,0.0,0.0,0.0,-0.3817801214583332,3.6328773961685967,99.0,212.0,9.0,4.0,16.3125,-1.8341210599999729
15313,2172214,1.67806124433435,2.518,1.6825,1.0,1.0,1.0,0.0,-0.2126569833333332,4.15061559653069,225.0,221.0,17.0,5.0,18.33333396911621,-1.8821527900000208
15327,1254762,1.482733788745442,2.2875,1.525,8.0,1.0,1.0,0.0,-0.5318465066666676,13.39443157549858,139.0,112.0,9.0,4.0,63.33333206176758,-2.2081125899999847
15339,468391,1.81398243675546,2.465,1.814,0.0,0.0,0.0,0.0,-0.2382471437499997,7.084328261604737,136.0,211.0,18.0,6.0,29.75,-1.3281393800000387
15345,468443,1.633686813217564,2.6133333333333333,1.7266666666666668,0.0,0.0,0.0,0.0,-1.171078639270836,11.182943515494184,194.0,100.0,10.0,3.0,53.33333206176758,-1.8847831400000248
15361,2041346,1.81271856262466,2.6133333333333333,1.8166666666666669,0.0,0.0,0.0,0.0,-0.0907550299999995,8.595904802600606,221.0,111.0,10.0,3.0,29.5,-0.2322929700000031
15365,599574,1.4468663754885442,2.5975,1.4533333333333334,10.0,1.0,1.0,0.0,-0.3781443106250002,5.598118798615595,12.0,209.0,16.0,4.0,30.0,-1.7345008500000176
15366,2303513,1.860709579163392,2.8200000000000003,1.921333333333333,10.5,2.0,2.0,0.0,-1.2564752681249942,12.05300162599228,62.0,112.0,9.0,2.0,52.25,-0.2760149799999567
15373,992828,2.393826174952028,2.5975,2.409,2.0,1.0,1.0,2.2648,-0.6627211947916661,2.7686840465107885,14.0,110.0,16.0,4.0,21.33333396911621,-0.0137821099999655
15378,992874,2.5605323284619,2.316666666666667,2.655625,5.0,1.0,1.0,0.7559,-1.2458489128124994,3.435255849351812,13.0,121.0,8.0,3.0,25.200000762939453,0.2554869399999688
15437,2172852,2.153549472093471,2.6133333333333333,2.155,0.0,0.0,0.0,0.0,-0.2495195218750048,12.623070371636668,225.0,210.0,10.0,3.0,55.25,-0.0855269700000178
15438,993212,1.0,2.518,1.0,0.0,0.0,0.0,0.0,0.0212177900000005,1.5738101244536746,139.0,100.0,17.0,5.0,20.0,-2.707862090000006
15446,1386485,1.9067497544163188,2.27,1.9177777777777776,0.0,0.0,0.0,1.4843000000000002,-0.5521085075000016,5.477521909147391,36.0,121.0,10.0,5.0,50.0,-1.2203937900000028
15485,1779917,2.095075384189984,2.316666666666667,2.1,7.0,1.0,1.0,0.0,-0.365352917500001,14.297887226913309,221.0,111.0,8.0,3.0,45.0,-1.2331017199999792
15486,1517775,1.7493319701788324,2.6133333333333333,1.792,7.0,1.0,1.0,0.0,-1.01684129625,7.317552828285424,62.0,102.0,10.0,3.0,46.0,-0.6815422500000068
15493,2304242,2.264067136813748,2.518,2.265,0.0,0.0,0.0,0.0,-0.3031103300000026,12.878659603523657,221.0,100.0,17.0,5.0,55.0,-0.962138600000003
15501,731426,1.9719836549146383,2.5975,1.99,0.0,0.0,0.0,1.4620000000000002,-0.3154203624007934,3.6342058015728567,92.0,212.0,16.0,4.0,20.0,0.5636641700001519
15513,469339,1.5776255618585555,2.27,1.58,0.0,0.0,0.0,0.0,-0.120116481666666,5.877831742691308,139.0,211.0,10.0,5.0,28.75,-2.818740049999974
15515,2042218,1.4736349615830913,2.316666666666667,1.5,6.0,2.0,2.0,0.0,-0.6014338500000029,6.426274683298173,123.0,201.0,8.0,3.0,44.0,-1.8375589000000048
15522,2304391,1.3000000000000018,2.8200000000000003,1.3,9.5,2.0,2.0,0.0,0.0,13.312731475593225,194.0,192.0,9.0,2.0,72.0,-1.678684569999973
15524,993684,1.8689034407617204,2.465,1.897142857142857,0.0,0.0,0.0,0.0,-1.102624861999999,9.835325255848748,164.0,111.0,18.0,6.0,39.0,-1.8922352999999816
15544,1387010,1.5386357593660678,2.8200000000000003,1.5550000000000002,7.0,1.0,1.0,0.0,-0.4391530424999992,7.787641883192495,123.0,210.0,9.0,2.0,44.5,-1.2382353600000044
15553,2042389,2.310488793540983,2.465,2.315625,0.0,0.0,0.0,1.3994000000000009,-0.8381435135962315,6.069863877025767,198.0,221.0,18.0,6.0,25.33333396911621,-1.5777766699999916
15563,1124935,2.1653290377614898,3.44,2.166666666666667,5.0,2.0,2.0,0.0,-0.1356163356249995,13.286932514291388,139.0,211.0,8.0,1.0,54.5,1.87321811999999
15565,1518177,1.4867643675713214,2.2875,1.5569230769230769,0.0,0.0,0.0,0.0,-0.5080494668749997,3.587399850246469,62.0,112.0,9.0,4.0,21.5,-2.3275341699999785
15576,469663,2.3049899475390743,2.465,2.329473684210526,0.0,0.0,0.0,0.0,-0.1451391828819446,3.827484809412397,61.0,212.0,18.0,6.0,20.33333396911621,-1.5735135500000297
15577,600736,1.849355877224261,2.5975,1.85,6.0,1.0,1.0,0.0,-0.423785574,8.000560882493867,164.0,101.0,16.0,4.0,29.799999237060547,-1.4157078800000136
15578,1780386,0.9300000000000008,2.518,0.93,3.0,1.0,1.0,0.0,0.0,1.0334941644746494,194.0,110.0,17.0,5.0,11.0,-0.3821210800000045
15589,862950,1.946365455495119,2.518,2.138095238095238,4.0,1.0,1.0,0.9323,-0.684439073616072,3.6846135434929015,19.0,112.0,17.0,5.0,29.714284896850582,-0.6362212500000055
15596,2042658,1.721627137332589,2.6133333333333333,1.79,11.0,1.0,1.0,0.0,-1.2605865000000025,16.73678443069999,63.0,112.0,10.0,3.0,75.0,-0.2638592700000117
15597,469796,2.115801818069589,2.2,2.119090909090909,2.0,1.0,1.0,0.8305999999999996,-0.0461666366241481,3.854411510979593,8.0,101.0,1.0,1.0,21.85714340209961,0.6854991999999811
15619,1387409,1.7630365751755237,2.8200000000000003,1.7945454545454549,0.0,0.0,0.0,0.0,-0.1225355203571493,9.297122853209194,157.0,192.0,9.0,2.0,71.71428680419922,0.1924019899999933
15647,1256488,1.8612770499598816,2.518,1.866,7.0,1.0,1.0,0.0,0.0155977540666668,8.671245147627953,166.0,101.0,17.0,5.0,40.20000076293945,0.1063785999999851
15654,1387581,1.587193552616926,2.27,1.6192857142857142,0.0,0.0,0.0,0.0,-0.5333423549999957,11.824383434388194,193.0,102.0,10.0,5.0,60.11111068725586,-2.7912809700000025
15658,470092,1.2599210498948732,2.5975,1.3333333333333333,2.0,1.0,1.0,0.0,-0.505499445000001,5.71004313290671,127.0,100.0,16.0,4.0,44.0,-1.1016736099999989
15661,1256541,1.7923017723636654,2.465,1.8,0.0,0.0,0.0,0.0,-0.5644328797222258,5.678933088294623,62.0,122.0,18.0,6.0,21.66666603088379,-1.970972730000028
15693,2174220,1.594615183516273,2.27,1.5950000000000002,10.0,1.0,1.0,0.0,-0.4048787229999995,5.191310914234236,123.0,211.0,10.0,5.0,21.625,-2.0998815300000047
15705,1256757,1.6781342212076586,2.6133333333333333,1.728,0.0,0.0,0.0,0.0,-0.1303911593269235,6.556470631302365,35.0,112.0,10.0,3.0,24.69230842590332,-0.1122302399999739
15706,863542,1.6463369773082384,2.518,1.6685714285714286,0.0,0.0,0.0,0.0,-0.8583969000000007,3.343287172265557,63.0,12.0,17.0,5.0,17.5,-1.8806236599999693
15717,601466,1.548019407973653,2.518,1.6309090909090909,0.0,0.0,0.0,0.0,-0.7608406028544026,4.353382032660124,8.0,219.0,17.0,5.0,33.88888931274414,-0.2879530399999908
15723,77242,0.9300000000000004,2.518,0.93,0.0,0.0,0.0,0.0,-0.1796120924999993,4.668001478671012,139.0,101.0,17.0,5.0,28.0,-0.9624650100000024
15728,2043341,2.323968772294512,2.6133333333333333,2.35,0.0,0.0,0.0,0.0,-0.1490907062499999,15.904084910830166,59.0,110.0,10.0,3.0,71.5,0.1259047899999927
15731,1387991,2.053193960541371,2.316666666666667,2.173448275862069,1.0,1.0,1.0,0.6848999999999998,-0.715230637413194,5.007771468886056,62.0,111.0,8.0,3.0,40.0,0.862861979999991
15732,1912282,2.309545409815533,2.2875,2.3200000000000003,1.0,1.0,1.0,0.0,-0.0634716500000015,9.481039014261878,12.0,1.0,9.0,4.0,61.0,-1.7359099800000024
15737,1388006,1.701236928503588,3.44,1.966,2.5,2.0,2.0,4.5763,-1.737896421428572,2.422578199907317,62.0,111.0,8.0,1.0,17.14285659790039,3.19701735000001
15740,2174456,1.5400000000000007,2.2875,1.54,9.0,1.0,1.0,0.0,-0.2855111500000014,6.063841130258229,221.0,100.0,9.0,4.0,29.0,-2.3066780400000084
15745,1781269,2.1426921426529786,2.5975,2.1807692307692306,2.0,1.0,1.0,1.3487,-0.8853534391964288,5.163480131897585,82.0,201.0,16.0,4.0,35.14285659790039,1.0149467399999708
15762,1781344,1.913417415800701,2.2,1.932,6.0,2.0,2.0,0.0,-0.8482427841666663,6.164419043938395,2.0,112.0,1.0,1.0,40.0,-0.2324104799999986
15770,2174595,1.5590340324467309,2.55,1.56,9.5,2.0,2.0,0.0,-0.1239391015555535,12.11501315840096,136.0,211.0,6.0,1.0,53.0,-0.7515745199999628
15784,2436786,1.8099999999999985,2.2875,1.81,1.0,1.0,1.0,0.0,0.0833919949999995,6.364547045780355,63.0,111.0,9.0,4.0,31.0,-1.9919890600000087
15791,601811,1.6550603336227263,2.518,1.6583333333333334,2.0,1.0,1.0,0.0,-0.3549679925000006,5.147889414826838,139.0,211.0,17.0,5.0,20.5,-0.634743139999955
15810,1650483,2.197849814061984,2.465,2.1981818181818182,0.0,0.0,0.0,0.0,-0.4987421518749997,7.0863476131001,204.0,211.0,18.0,6.0,36.0,-1.6366763400000082
15819,864088,1.3891345014749656,2.465,1.44,0.0,0.0,0.0,0.0,-0.2647993539999987,4.2077178715197405,139.0,112.0,18.0,6.0,21.600000381469727,-1.2285744100000215
15821,1257310,1.7226873128403446,2.2,1.9206451612903224,2.0,1.0,1.0,1.1644,-1.1809625930624996,3.15337658183018,166.0,212.0,1.0,1.0,18.75,1.027966450000008
15859,1388541,1.8012528477486478,2.6133333333333333,1.8275,0.0,0.0,0.0,0.0,-0.7941230191666667,6.850893994534858,174.0,100.0,10.0,3.0,22.428571701049805,-0.0697571899999616
15876,1257523,1.899999999999994,3.44,1.9,1.0,1.0,1.0,0.2735000000000003,0.0822061062500001,2.231027796342244,12.0,102.0,8.0,1.0,14.0,0.0570694500000854
15883,2437203,1.90048567903044,2.316666666666667,1.9075,8.0,1.0,1.0,0.0,-0.4003806743750004,7.323652110869979,136.0,101.0,8.0,3.0,34.25,-0.9040895100000056
15888,1781868,2.271235071917464,2.5975,2.276,4.0,1.0,1.0,0.0,-0.206899738562501,10.165853472077288,114.0,221.0,16.0,4.0,40.0,0.3309746699999323
15896,2437268,1.9974984355438168,2.518,2.0,0.0,0.0,0.0,0.0,-0.0461058239999999,7.573598425549872,99.0,100.0,17.0,5.0,38.20000076293945,0.2035190799999782
15899,1126550,2.25527602412866,2.27,2.265,0.0,0.0,0.0,0.0,-0.0634716500000015,9.481039014261878,12.0,120.0,10.0,5.0,61.0,-1.678054379999992
15902,995486,1.31224997618594,3.44,1.46,2.5,2.0,2.0,0.8245999999999998,-1.0487242804166637,4.389174615419019,55.0,210.0,8.0,1.0,44.5,1.4355532400000044
15906,1519791,1.686354807904724,2.518,1.7075,0.0,0.0,0.0,0.0,-0.5047772636494248,7.414827676156067,225.0,210.0,17.0,5.0,28.25,-2.7388431900000114
15916,1781998,1.5999999999999988,3.44,1.6,11.333333333333334,3.0,3.0,0.0,-0.3703388987499956,7.556374640553462,223.0,110.0,8.0,1.0,34.25,-1.2898394700000608
15951,1782129,1.1862867392116416,2.316666666666667,1.2871428571428571,0.0,0.0,0.0,0.0,-0.5304442477777782,3.213586322279595,12.0,101.0,8.0,3.0,20.77777862548828,-0.525255680000015
15953,864635,1.873819628459474,2.6133333333333333,1.91,11.0,1.0,1.0,0.0,-0.7212554266666675,8.281568425450502,221.0,110.0,10.0,3.0,33.5,-0.5076735399999848
15955,2044284,1.394258942196246,2.518,1.4300000000000002,0.0,0.0,0.0,0.0,-0.2838714635714276,3.208644651073483,166.0,208.0,17.0,5.0,21.928571701049805,-1.245468819999985
15973,995802,1.6825580520711294,2.6133333333333333,1.6925,0.0,0.0,0.0,0.0,-0.2885106921666685,4.181840377895131,8.0,99.0,10.0,3.0,18.799999237060547,-1.2360177799999974
15987,471564,1.6170601897103092,2.55,1.624,10.5,2.0,2.0,0.0,-0.3180981002083314,13.90719439474592,140.0,101.0,6.0,1.0,57.25,-0.6949285800000098
15991,995869,1.7238873092162958,2.518,1.73,0.0,0.0,0.0,0.0,-0.6442166279999995,4.883766094782531,164.0,211.0,17.0,5.0,19.0,-1.4890684400000396
16008,2044544,1.7736373857577354,2.518,1.7866666666666666,8.0,1.0,1.0,0.0,-0.4933024918518522,6.797744038882044,87.0,100.0,17.0,5.0,35.88888931274414,-1.175543380000022
16020,1782459,1.833038836075252,2.518,1.8333333333333333,0.0,0.0,0.0,0.0,-0.354782565416663,12.175482051966636,225.0,111.0,17.0,5.0,41.5,-1.4489093199999843
16024,2306763,2.305994924171167,2.2875,2.326,1.0,1.0,1.0,0.5106000000000002,-0.4476141489374953,4.87215184218645,62.0,100.0,9.0,4.0,33.20000076293945,-1.7058338999999876
16027,209667,1.9656200695357395,2.27,1.972,0.0,0.0,0.0,0.8878000000000004,-0.3261642771428593,5.562452872319942,9.0,111.0,10.0,5.0,51.14285659790039,-2.7446584700000045
16028,1258250,2.186138585871988,2.6133333333333333,2.2675,6.0,1.0,1.0,1.1132999999999995,-1.574012124374999,3.608861478892194,11.0,100.0,10.0,3.0,22.0,-0.5856760300000019
16053,2044818,2.2970264692348,2.2,2.3136363636363635,2.0,1.0,1.0,0.0,-0.3012516284635413,6.446551481834722,166.0,102.0,1.0,1.0,37.0,1.1128351099999918
16067,1127388,1.656983081862602,2.465,1.664,0.0,0.0,0.0,0.0,-0.4019873056250009,4.6589788001967,123.0,201.0,18.0,6.0,20.125,-1.712204179999958
16070,2438122,1.5558920271021368,2.2875,1.57,7.0,1.0,1.0,0.0,-0.550791122499998,5.934453238829552,123.0,211.0,9.0,4.0,35.0,-2.2091391200000032
16072,1651708,2.0303232597717527,2.2875,2.056666666666666,6.0,1.0,1.0,0.0,-0.5048257437500006,10.16585494856076,194.0,210.0,9.0,4.0,37.0,-2.0494041399999787
16092,2045014,1.6626083378736352,2.27,1.8725,0.0,0.0,0.0,2.3166,-2.0911093881249982,3.611739259334196,166.0,210.0,10.0,5.0,27.0,-2.687348790000044
16106,1389723,1.856402141124056,2.518,2.0118181818181817,0.0,0.0,0.0,1.0922999999999998,-0.9754612565167028,6.024334776269959,166.0,208.0,17.0,5.0,40.5,-0.0849512099999998
16107,996509,2.0708794293286363,2.8200000000000003,2.1042105263157893,3.0,1.0,1.0,0.0,-0.3561565484375014,5.689152942585251,58.0,121.0,9.0,2.0,44.0,0.2737195100000065
16113,1520828,1.9622418097709096,2.518,2.0638888888888887,0.0,0.0,0.0,0.0,-1.4573243114375032,8.781823855470284,9.0,121.0,17.0,5.0,49.20000076293945,-2.3048975700000938
16120,996570,1.600624877977347,2.518,1.66,0.0,0.0,0.0,0.6041999999999996,-1.0917643408333326,5.963717512699817,156.0,100.0,17.0,5.0,43.0,-1.4482228100000043
16125,1389837,1.3000000000000005,2.316666666666667,1.345,2.0,2.0,2.0,0.0,-0.2734916204999994,3.671664974463572,136.0,201.0,8.0,3.0,31.200000762939453,-1.3826113699999922
16130,996633,1.9756175820126487,2.2,1.9835714285714288,1.0,1.0,1.0,0.0,-0.2065209828125009,5.645099677662599,215.0,221.0,1.0,1.0,38.25,1.3926188400000117
16132,1652002,2.2705072916789053,2.6133333333333333,2.285384615384616,0.0,0.0,0.0,1.5082,-0.2884789950327359,4.663962457921832,7.0,21.0,10.0,3.0,33.400001525878906,0.9317882299999952
16141,1783127,2.2629611050836536,3.44,2.2885714285714287,2.5,2.0,2.0,0.6398000000000001,-0.5136127125140936,3.856751469821412,9.0,109.0,8.0,1.0,20.0,1.6351431200000093
16159,2045381,2.139616491483073,2.518,2.181111111111111,0.0,0.0,0.0,0.5433000000000003,-0.6535251935937509,6.361852727360501,89.0,221.0,17.0,5.0,47.5,0.0943629600000122
16164,996832,1.5453868765607262,2.5975,1.585,1.0,1.0,1.0,0.0,-0.315994453888888,6.3408617781036405,191.0,210.0,16.0,4.0,27.66666603088379,-1.1249194800000168
16170,1914368,1.988320607145083,2.5975,2.04,0.0,0.0,0.0,0.2452999999999998,-0.8679498749649784,4.901274869178197,160.0,208.0,16.0,4.0,31.5,-0.4385514899999805
16183,865833,1.6542845243036757,2.316666666666667,1.8316,3.0,2.0,2.0,0.0,-0.8282316014285739,9.246370262074027,148.0,212.0,8.0,3.0,53.71428680419922,-0.2753133599999842
16203,996998,1.7058083087078468,2.518,1.75,0.0,0.0,0.0,0.0,-0.7179940725000051,15.755848270364162,225.0,221.0,17.0,5.0,65.75,-3.554403300000104
16209,997020,1.4820026534604966,2.465,1.5516129032258064,0.0,0.0,0.0,0.0,-0.426870568333334,2.4367163324141563,166.0,192.0,18.0,6.0,16.0,-1.7768544300000713
16216,1259215,1.4346677795273983,2.6133333333333333,1.5033333333333334,0.0,0.0,0.0,0.0,-0.1006025679166668,7.741664101646877,225.0,111.0,10.0,3.0,55.75,-0.0922369399999922
16235,1259329,2.188149903457256,2.6133333333333333,2.19,0.0,0.0,0.0,0.0,-0.4330251771428542,10.6370562450621,166.0,199.0,10.0,3.0,63.14285659790039,-0.648977159999987
16262,1652687,2.309716391137496,2.5975,2.3316666666666666,0.0,0.0,0.0,0.0,-0.2319614041145801,7.64874475812905,164.0,221.0,16.0,4.0,30.75,-0.4306252400000403
16265,79828,2.011987542811673,2.2,2.155,3.0,2.0,2.0,0.0,-0.5512218575000034,12.961496817564248,225.0,100.0,1.0,1.0,64.25,-0.145657469999989
16272,1783811,2.1717717175007203,2.518,2.194444444444444,0.0,0.0,0.0,0.0,-0.2866815856250014,7.453948229834487,155.0,211.0,17.0,5.0,30.39999961853028,-1.220569879999971
16274,1521673,1.5991027608650157,2.55,1.6,2.333333333333333,3.0,3.0,0.0,-0.3179947966111124,10.118359561956336,38.0,111.0,6.0,1.0,38.66666793823242,1.463263799999993
16279,604187,1.4491376746189433,2.465,1.55,0.0,0.0,0.0,1.5535,-1.9175140150000016,4.265149322704297,225.0,211.0,18.0,6.0,36.0,-1.247341600000027
16294,2046026,1.7571578228650118,2.316666666666667,1.9075,3.0,1.0,1.0,0.0,-1.551023019928162,3.088830380181432,160.0,98.0,8.0,3.0,16.25,0.4435301299999992
16303,473227,2.058177627493984,3.44,2.13,4.5,2.0,2.0,0.0,-1.1729329341250008,5.881606865285172,11.0,199.0,8.0,1.0,30.25,0.5298901200000046
16311,1652902,1.1878289361333787,2.465,1.35,0.0,0.0,0.0,0.8470999999999997,-0.589592211785714,3.2865740691134304,69.0,111.0,18.0,6.0,31.0,-1.909512690000014
16313,866492,1.3726385950244826,2.6133333333333333,1.5027272727272727,2.0,1.0,1.0,0.8684000000000003,-0.4998631196130949,2.1285356236209987,19.0,111.0,10.0,3.0,13.0,-0.3183839300000102
16319,1259749,1.675708805252275,2.6133333333333333,1.73,0.0,0.0,0.0,0.0,-0.1733527250000008,11.421560797570164,227.0,100.0,10.0,3.0,52.0,-0.0026921699999888
16338,2177339,2.25702839372124,2.6133333333333333,2.2775,0.0,0.0,0.0,0.2304000000000003,-0.4563597604166656,6.940959706136141,141.0,100.0,10.0,3.0,40.5,-0.3329890499999806
16344,1522008,1.5386357593660696,2.2875,1.5550000000000002,8.0,1.0,1.0,0.0,-0.4391530424999992,7.787641883192495,123.0,100.0,9.0,4.0,44.5,-1.5063689899999986
16348,1390960,1.8868190201551056,2.316666666666667,1.905,4.5,2.0,2.0,0.0,-0.125694189903017,6.596290476583066,187.0,101.0,8.0,3.0,35.75,-0.7415227900000332
16353,2177402,2.082837630999485,2.465,2.086896551724138,0.0,0.0,0.0,0.0,-0.277716669583332,7.201970945208925,61.0,211.0,18.0,6.0,31.33333396911621,-1.5360878200000343
16377,2177497,1.654923457949523,2.2875,1.6675,7.0,1.0,1.0,0.0,-0.401299950909093,7.87862609536877,10.0,100.0,9.0,4.0,41.727272033691406,-2.767948539999992
16391,1260093,1.5669258211367891,2.2,1.5883333333333334,0.0,0.0,0.0,0.0,-0.401299950909093,7.87862609536877,10.0,99.0,1.0,1.0,41.727272033691406,0.9648616099999572
16404,1391194,1.6534496612173577,2.27,1.6985714285714284,0.0,0.0,0.0,0.0,-0.0620839399999996,7.816912656350503,127.0,112.0,10.0,5.0,31.41666603088379,-2.818138050000016
16431,1784550,1.5646124175027365,2.518,1.58,0.0,0.0,0.0,0.0,-0.4218166674999963,9.294788640172998,38.0,121.0,17.0,5.0,37.0,-2.9277729000000363
16432,1784552,1.789865404496132,2.518,1.7970000000000002,0.0,0.0,0.0,0.0,-0.2410984726923092,6.751914317885167,71.0,121.0,17.0,5.0,23.769229888916016,-1.961065000000076
16450,473944,1.6911534525287768,2.316666666666667,1.75,11.0,1.0,1.0,0.0,-0.7063107775000006,12.880262591733706,63.0,110.0,8.0,3.0,59.0,-0.4765897800000402
16466,1784742,1.6075294209208069,2.2875,1.6446153846153846,5.0,1.0,1.0,0.0,-0.5315842813636358,7.127419987684283,229.0,100.0,9.0,4.0,31.545454025268555,-2.4633332800000005
16505,1260668,1.8325786130895223,2.2875,1.8385714285714283,1.0,1.0,1.0,0.0,-0.0724745302500025,8.683933897840129,146.0,101.0,9.0,4.0,38.5,-1.311590819999935
16510,2178191,2.151542942234614,2.465,2.168333333333333,0.0,0.0,0.0,0.0,-0.739235739999998,17.271906288275805,221.0,210.0,18.0,6.0,61.75,-1.9071428900000456
16517,1129631,1.296988704482413,2.5975,1.524,2.0,1.0,1.0,2.0612,-1.1603128767708335,2.061670343880488,194.0,192.0,16.0,4.0,18.0,-0.2449043700000004
16522,605362,2.459176440453958,2.55,2.46235294117647,1.0,1.0,1.0,0.5949,-0.727114191249997,7.165179808895744,186.0,221.0,6.0,1.0,49.0,1.89702441
16524,343240,1.6854204506150876,2.55,1.7105263157894737,10.0,5.0,5.0,0.0,-0.4099592916666665,12.412301404863529,194.0,211.0,6.0,1.0,52.66666793823242,-1.935562599999912
16526,474323,2.0999999999999983,2.27,2.1,0.0,0.0,0.0,0.0,0.0784967149999964,6.54770560757725,51.0,201.0,10.0,5.0,52.0,-2.1168106800000146
16534,1785071,1.832266356182964,2.2875,1.86,6.0,1.0,1.0,0.0,-1.0428404595833332,5.771725326145742,194.0,102.0,9.0,4.0,27.5,-1.5420274599999857
16541,1654031,2.4384635500243084,2.55,2.481904761904762,1.0,2.0,2.0,0.5160999999999998,-0.8442166272727266,4.147775930179823,28.0,211.0,6.0,1.0,31.636363983154297,1.7217493199999865
16548,1391935,1.9533888038337248,2.518,1.98,6.0,1.0,1.0,0.0,-0.5414794583333382,8.285677024359922,51.0,120.0,17.0,5.0,34.0,-1.2632103500000085
16553,605536,1.635940233537666,2.465,1.64625,0.0,0.0,0.0,0.0,-0.5832217262500006,6.272189547708383,139.0,112.0,18.0,6.0,24.125,-1.9133862699999329
16564,1523085,1.7176437348880007,2.2875,1.72,0.0,0.0,0.0,0.0,-0.1691162968749999,6.892405334732054,187.0,210.0,9.0,4.0,27.0,-1.0475970999999618
